0.278224	-16314.9
0.465434	-14743.8
0.654043	-12514.2
0.844067	-9940.8
1.03552	-7529.45
1.22842	-6172.45
1.42279	-4968.31
1.61864	-4098.98
1.81598	-3142.82
2.01484	-2576.88
2.21523	-2412.22
2.41717	-2117.49
2.62068	-1902.02
2.82578	-1643.37
3.03248	-1525.41
3.2408	-1255.08
3.45077	-1326.95
3.6624	-1222.37
3.87571	-1038.26
4.09073	-758.281
4.30747	-1064.71
4.52595	-729.016
4.7462	-690.056
4.96823	-724.864
